ItemID,Sentiment,SentimentSource,SentimentText
1449,0,Sentiment140, I forgot to bring my new Allegra D 12 hour to work today... so Singulair and I are flying solo today! 
1450,0,Sentiment140, i forgot to tell you guys that I didnt make  the cheer team  gggrr!! 
1451,0,Sentiment140, i got banned forever from cp mimo dosnt that suck?
1452,0,Sentiment140, i got ill and tomorrow i�ve got birthday...
1453,0,Sentiment140, i got sunburnt 2day....In Blackpool :O lol my little boy had fun tho....chucking water on me lol
1454,0,Sentiment140, I GUESS I DONT HAVE A BOYFRIEND!!!!!!
1455,0,Sentiment140, I guess I wouldn't be a true Cleveland sports fan without years of collapse and disappointment
1456,0,Sentiment140, I guess i'll be home... while everyone is at BDay Bash having the time of their lives... with DRAKE! :'(
1457,0,Sentiment140, i guess it got you more time to work rofl
1458,0,Sentiment140, I hat3 seeing friends breakup.....im sorry frankus
1459,0,Sentiment140, I hate goodbyes.
1460,0,Sentiment140, i hate having to change driving instructor... new one has dented my confidence slightly...
1461,0,Sentiment140, I hate having to work weekend duty.
1462,0,Sentiment140, i hate him. 
1463,0,Sentiment140, i hate it! he's mad at me again! 
1464,0,Sentiment140, i hate lightening.
1465,0,Sentiment140, I hate not having anyone to talk to.
1466,0,Sentiment140, I hate pain
1467,0,Sentiment140, I hate summerschool! @santospattyy have fun at work even though you're getting off at 10? @iwho doooit! I'll visitt you my fobby friend!
1468,0,Sentiment140, i hate the cold weather.
1469,0,Sentiment140, BBC: Champion Nadal out of Wimbledon http://news.bbc.co.uk/sport2/hi/tennis/8085394.stm
1470,1,Sentiment140, Be careful... white at a BBQ is a high risk. But the dress is really awesome! http://lookbook.nu/look/154056
1471,1,Sentiment140, Beautiful day here on StT. Bout to head to Magens Bay- soak up some sun. Loove Saturdayss.
1472,1,Sentiment140," Beboing, Twitteringinging, TVing!  dihd i say i luv twilight yet? Wel... I LUV TWILIGHT!"
1473,0,Sentiment140," because Boston (and fine ass Eddie House, #whocangetit, by the way) lost last nite. Boo Orlando! LA/Cle in the finals, baby!"
1474,0,Sentiment140," because I'm a safe person, my ego was a little damaged. After a lil reboot, I'll be back to my usual Harlem swagg!"
1475,0,Sentiment140, becca told me i would start to feel better after food. Still stressing about this exam...more revision in a bit.
1476,0,Sentiment140, becomming a fan of bubble shirts...Haha they dont make me look as chubby 
1477,0,Sentiment140, been a crappy day...
1478,0,Sentiment140, being a girl stinks. Grrrrrrrrrr
1479,0,Sentiment140, Being forced into bed. Guess I'll have to wait until moring here for Niley news (I'm in UK so  )
1480,0,Sentiment140,"- big day of putting in a dock tomorrow.  60 degress outside, but the water will be much colder than that! "
1481,0,Sentiment140, bio. physics. math. health. filipino. english. elections. help me i'm drowning in school work.
1482,0,Sentiment140, blah blah blah... I'm perfect for you and you know it.
1483,0,Sentiment140, Blesh. No feedback. And no one in my house will tell me. Sheesh.
1484,0,Sentiment140, bluetooth still doesn't work on iphone 3.0. pile of knob sackage!
1485,0,Sentiment140, boo (but will I listen?)
1486,0,Sentiment140, boo for the first day of classes...summer classes! ughhhh has anyone ever had boob cramps? lol
1487,0,Sentiment140," boo hoo- trying to open my email, it's not working, grrrr!"
1488,0,Sentiment140, boo you suck...but thanks for one thing today and can't wait for the rest of the week...
1489,0,Sentiment140, bored and no one is talking anymore.
1490,0,Sentiment140, bored..... sad.... no one tweeting...
1491,0,Sentiment140, bored.wish I had somewhere 2 go.ha
1492,0,Sentiment140, BOREDD I WANT TO GO HOMMMMME.
1493,0,Sentiment140, Boring English Coursework.
1494,0,Sentiment140, BOSS marah coz i steal a few puff......
1495,0,Sentiment140, Boston and Atlanta both out...my vote goes to the Nuggets for NBA Champions! http://plurk.com/p/ug96m
1496,1,Sentiment140,- bouta' watch mall cop 
1497,0,Sentiment140, brandon why do you work so much? 
1498,0,Sentiment140, breaking into pieces...waited all that time 4 what N.A.S.
1499,0,Sentiment140, bringing my lovely back home. Sucks. Great day. I love her. Steven later.
1500,0,Sentiment140," British weather is back i see! Oh well Birtney, london and ciaraaaa in 5 dayssss "
1501,0,Sentiment140, bryan wants on right now. if i can get on when hes done i will. TXT MEEEEEE!
1502,0,Sentiment140, but theres always tomorrow..
1503,0,Sentiment140, caffine headache now lol follow @peterfacinelli @gilbirmingham @billy_burke
1504,1,Sentiment140,' camp in confirming that he will be in San Diego this fall for the PRSSA Convention. haha. 
1505,0,Sentiment140, can I tweet yet? My phone was jus buggin
1506,1,Sentiment140,#NAME?
1507,0,Sentiment140, can some one pleease tell me how to work out the total surface area of a square pyramid? 
1508,0,Sentiment140, cannot hear the new song due to geographic location. i am geographically undesirable. and tune-less
1509,0,Sentiment140, Cant do this anymore
1510,0,Sentiment140, cant drive yet but that dont matter Im gonna learn bout cars and motorbikes.
1511,0,Sentiment140, can fuck I also have to read NIGHT!!
1512,0,Sentiment140, can I go and sit in my own little corner
1513,0,Sentiment140, can someone buy me adrink? Faaa real!!!!!
1514,0,Sentiment140,- can someone run with me to Newport ? Don't wanna take the ride myself 
1515,1,Sentiment140, Can yah figure it outt?!
1516,0,Sentiment140, can`t believe i missed out on a day of swimming at nikki`s!
1517,0,Sentiment140, can't believe the jumpers are gone...i'm really depressed now.
1518,0,Sentiment140, cant do it!
1519,0,Sentiment140, can't ever find parking
1520,0,Sentiment140, cant fall back asleep.
1521,0,Sentiment140, can't get on the net on my phone
1522,0,Sentiment140, can't go swimming 2 day..mabey tomorrow..
1523,0,Sentiment140, cant leave because my dad is in the bathroom...
1524,0,Sentiment140, cant listen to www.ZIPFM.net on my mac
1525,1,Sentiment140, Can't see his copper green guys though.. http://tinyurl.com/ppc4cq
1526,0,Sentiment140, cant sleep .. wishin i was wit @jimmyrobinson07 i love youu .. good nite twitters!!
1527,0,Sentiment140, cant sleep because my dumb arms itch so bad. FML i cant wait to go to the doctors
1528,1,Sentiment140," Can't sleep... Must be the time change, right? &lt;3"
1529,1,Sentiment140, can't stop smiling after talking to him all day...  ...Why couldn't I have met him months ago?!?
1530,1,Sentiment140, Cant waiit! xxx.
1531,1,Sentiment140, can't wait 'til wednesday!!!! &lt;3 CHAMPSSSS!!!!
1532,0,Sentiment140, cant wait till later!!!!!!!!!!! gonna sit here and play ps2 then prob watch the phillies then eat dinner then the best part of the day!
1533,1,Sentiment140, can't wait to get my share of her check today. Lol
1534,1,Sentiment140, cause i'm happy but disappointed my car is messing up.....my poor baby. now i'm hungry with no way to get food. What's in this house?????
1535,0,Sentiment140," cavs lost, and I got this sinking feeling we are going to lose Lebron in 2010 also...why must my home city SUCK? Ah well, LETS GO BROWNS!"
1536,1,Sentiment140,#NAME?
1537,0,Sentiment140, charade is over.Sammy Sosa supposedly tested positive in 2003 for a performance enhancing drug. My childhood hero is officially disgraced
1538,1,Sentiment140, Charging phone
1539,0,Sentiment140, cheer me up;
1540,0,Sentiment140, cheese and pickle sandwich with too much pickle = urgh!!
1541,1,Sentiment140, chillin!!!!
1542,1,Sentiment140, Chinese for dinner and working on a cool website template. So proud of myself.
1543,0,Sentiment140, chop my hand off please! Advil isn't working
1544,1,Sentiment140,-- choppin it up w/ @auchboogie  i love you
1545,0,Sentiment140, Cleveland @MsJBell Congrats Orlando
1546,0,Sentiment140, clouds are rolling in....
1547,0,Sentiment140, coco doesnt tweet anymore. viva la hole woman. dont let us down...again....
1548,0,Sentiment140, come back
1549,0,Sentiment140, computer overheatedd. I think i smell burning laptop...
1550,0,Sentiment140," computers not working , help help help"
1551,1,Sentiment140, concert later tonight!
1552,1,Sentiment140," cool. Ew, I bought The Things They Carried on amazon &amp; it came like shit! &gt;=/ I cost me $10 &amp; its $14 new &gt;=/"
1553,1,Sentiment140, could be
1554,0,Sentiment140, could not get to sync facebook and twitter
1555,0,Sentiment140, Could Not Sleep If My Life Depended On It ):
1556,0,Sentiment140, couldn't find anything I wanted at Fry's that was within my budget.
1557,0,Sentiment140," couples in public, slow love songs...  Im soo lonely "
1558,0,Sentiment140," Covered in bug bites, man this blows.....  "
1559,0,Sentiment140, coz he's 
1560,0,Sentiment140, cramps suck your mothers balls! *mentally screams* OUCH!
1561,0,Sentiment140, i hate this .. Goodnight.
1562,0,Sentiment140, i hate this part.
1563,0,Sentiment140, i hate thunder... i woke up really scared just now cus of it.
1564,0,Sentiment140," i hate when porn ppl follow me, what. time to delete stuff~"
1565,0,Sentiment140, I have a brace and it hurts!!!!! now I am a braceface!!!!!
1566,1,Sentiment140, i have a buzz
1567,0,Sentiment140, i have a headache!!!
1568,0,Sentiment140, i have already seen all the episodes of forensic files they are playing tonight.
1569,0,Sentiment140, i have been having the worst cramps lately.
1570,1,Sentiment140," I have finally seen Clerks, from beginning to end and no TV swear-word editing (poor Jay! xD). I feel somehow fulfilled."
1571,0,Sentiment140, I have one big swollen ear...antibiotics again!
1572,0,Sentiment140," I have such a problem with insomnia, went to bed at midnight and woke up at 3 am...."
1573,0,Sentiment140, i have the cold 
1574,0,Sentiment140," i have to go into school tomorrow to sing, and babysit before that. when will i find time for the sims 3?! i'm going to cry!"
1575,0,Sentiment140, I have to go to work.
1576,0,Sentiment140, i have to piss.
1577,0,Sentiment140, I have to wait till next Tuesday to see star trek cause no one will go with me till then.  Friends suck.
1578,0,Sentiment140," i havent actually seen my bestfriend in maybe a month... My fault, i been so busy... And i miss her!"
1579,1,Sentiment140, I haven't been on Twitter all day thought I'd make some late twitters.
1580,0,Sentiment140," i haven't checked it for a while, but sushi's memorial site seems down, can anyone else see it? http://cli.gs/sushi"
1581,1,Sentiment140, i hope everyone has a great day!
1582,0,Sentiment140, i hope i dont have any weird brain problem or disease  i think ill be fine though. the nurse doesnt sound too worried.
1583,0,Sentiment140, i hope justice isnt mad at me
1584,0,Sentiment140, I hope the RAPE GHOST doesn't get me.
1585,1,Sentiment140, I hope you find a great trousers
1586,0,Sentiment140, I is to drunk to know if in a partht or what nor
1587,0,Sentiment140," i just ate some bad fruit, i think"
1588,0,Sentiment140, I just busted my ass in the kitchen and I'm wearin flats....grr stupid floor
1589,0,Sentiment140, i just got dumped by my boyfrnd  love  makayla
1590,1,Sentiment140, I just got to my 500 tweet...... Do i get a prize? *sidebar* Cassidy...... Your NASTY! Why i gots to hear about your wide peen for? Smh
1591,0,Sentiment140, i just had a bug crawling on my leg. it scared me. but now its in a water bottle i found on my floor. hopefully it doesnt find a way out!
1592,0,Sentiment140, I just heard David Eddings died earlier this month
1593,0,Sentiment140, I just hit my face on a box at work n scratched my cheek lol
1594,0,Sentiment140, I just made a $1k principal payment on my student loans because I realized my monthly payments only go to interest. ):
1595,0,Sentiment140, i just need my snuggle buddy backkk
1596,0,Sentiment140, i just poked myself in the face with a Goose feather from my pillow...
1597,0,Sentiment140, I just restarted my iPod. I should've written down all my apps first.
1598,1,Sentiment140,- I just saw one of the new Camaros &quot;in the wild&quot; for the first time! Cool. 
1599,0,Sentiment140, i just sneezed with a strepsil in my mouth and nearly choked (n)
1600,0,Sentiment140," I just waited so long for the finale of gossip girl to download, opened it up and it was the wrong one! They posted the wrong link! D:"
1601,0,Sentiment140, I just wanna curl up and go back to bed!
1602,0,Sentiment140, I just wanna swim some laps but all the lanes are taken! This sucks.
1603,0,Sentiment140, can't get it off my mind... &lt;/3
1604,0,Sentiment140, can't get my free haircut today... next week i guess
1605,0,Sentiment140," Can't get my hands on a copy of Cap #600 until at least Thursday. Actively avoiding spoilers, bought Deadpool to cheer me up instead"
1606,0,Sentiment140, can't hear the reds game in the tunnel.
1607,0,Sentiment140, can't sleep again
1608,0,Sentiment140, Can't sleep and have an exam tomorrow Oh No!
1609,0,Sentiment140, Can't sleep.  Watching Royal Pains.  Impressed. - http://royalpains.usanetwork.com/
1610,0,Sentiment140," can't sleep. But oh well, half my headache is gone."
1611,0,Sentiment140, can't sleep. Have to be up at 6 in the am. Boo!  Go to sleep flor!!
1612,1,Sentiment140, can't wait to come home!
1613,1,Sentiment140, cant wait to see eric and lauras house 
1614,0,Sentiment140, Cardinals lost...AGAIN!
1615,0,Sentiment140,#NAME?
1616,1,Sentiment140,- Catching up on some work! looking forward to going out 2night 
1617,0,Sentiment140," Cavs fizzled, tribe burnt by Yankees. Not a happy day for Cleveland. #fb"
1618,0,Sentiment140, Cavs lost!!!!! WHY!!!! Magic will lose easily though
1619,0,Sentiment140, cheer up shan.
1620,0,Sentiment140, chili's doesn't do the awesome blossom any more.
1621,0,Sentiment140, Class is boring
1622,0,Sentiment140, cleansed my face &amp;was reminded y I'm a winter not a summer ! I hate the sun . My face is so sore ! My everything is so sore ! 
1623,1,Sentiment140,--- click on my name &amp; go look at my profile 
1624,0,Sentiment140," Climate Progress, MIT doubles its 2095 warming projection to 10�F � with 866 ppm and Arctic warming of 20�F ( http://bit.ly/kdlvw )"
1625,0,Sentiment140," clouds rolling in, hard to believe I got a little sunburned today.."
1626,0,Sentiment140,- Clumsy 'ol me left an awful scratch scar on my nose while attempting to adjust the googles and freestyling at the same time. 
1627,1,Sentiment140, cocoa pebbles at midnight. xD
1628,0,Sentiment140," college is over, I have now cleared and handed in my student card  uni to look forward to and enjoying the summer months"
1629,0,Sentiment140, Collingwood are playing shiteeeeeeeee atm. Comeee on boysssss!
1630,0,Sentiment140, Columbus Crew
1631,0,Sentiment140, come on AppStore Approval. its been almost 18 hrs :p lol
1632,0,Sentiment140, comfort foods shall be the death of me - there is dire need of eating less chocolate cake n getting more beauty sleep!
1633,0,Sentiment140, company is offering 2nd round of VSS RIF!
1634,1,Sentiment140, Completo. Just as the bell rings
1635,0,Sentiment140, confused....
1636,1,Sentiment140, coolness  http://yfrog.com/06atmfj
1637,0,Sentiment140, couldnt go with ashley
1638,0,Sentiment140, cousin not coming because of her senior project which isnt due for another fing 2 weeks &amp; its just an art project..ridiculous!!!
1639,1,Sentiment140, cracker night! Dinner at tgi Fridays and the cinema  it's gonna be good to awake up without a hangover 2mrw tattoo 2mrw?!
1640,0,Sentiment140, craig's a cokehead
1641,0,Sentiment140," crap day - feel sick and my phone has the battery life of, well, um, something with a miniscule life..."
1642,1,Sentiment140," Currently getting dressed for ballet. Yes I am sitting here in a leotard, so what? Hahaa, I'm freezing..."
1643,1,Sentiment140, da baby sleep now my gosh now its time 4 me 2 get sum rest b4 she gets up around 10am =(
1644,0,Sentiment140, dad is leaving and wont be back til the wedding.
1645,0,Sentiment140, dad left for turkey already
1646,0,Sentiment140," daddy passed away june 13, 2009"
1647,0,Sentiment140," dag just when i decide to throw that freak em dress on, my most expensive get em heels &amp; my fox lashes.. didda sys zzzz.. wtf"
1648,0,Sentiment140, cramps. FUCK YOU. ugh asdfghjkl; in so much pain right now. I should go eat a banana. http://tumblr.com/xzr1wz7ez
1649,1,Sentiment140, CUBASE IS WORKING OH MY GOD
1650,0,Sentiment140,#NAME?
1651,0,Sentiment140,-- currently at tajur. Boo boo I'm hungweey 
1652,1,Sentiment140, Currently enjoying the tonight show... I've missed my Conan&lt;3
1653,0,Sentiment140, cuz frankie is going swimming....
1654,0,Sentiment140, D: :S &gt;.&lt; ?????????? WHAT??? ;_;&lt;/3
1655,0,Sentiment140, dads in the hosptal (stupid bees)
1656,0,Sentiment140," Dammit, my card didn't have enough money on it after all, which is why the DT deluxe box set was rejected. Now I have to get it again."
1657,0,Sentiment140,#NAME?
1658,0,Sentiment140, damn it twitter UPDATE ME!!!
1659,0,Sentiment140, damn thuderstorms woke me up.. wish my bebe was here with me. I love you RICHARD
1660,1,Sentiment140, Dancing no more tonight. I'm EXHAUSTED. 
1661,0,Sentiment140, dang i feel like shit and those &quot;Above the Influence&quot; commercials really grind my gears.
1662,0,Sentiment140,-- Daniel Powter Bad day http://bit.ly/ezAuU   i m NOT at COLDPLAY 2-nite in NASH...
1663,0,Sentiment140," darn i just found out im getting one of my tooth pulled out tomorrow, its gonna hurt so bad im guessing.(("
1664,0,Sentiment140,-- darn. I forgot to bring a fork to work today...now I'm eating my salad with coffee sticks. 
1665,0,Sentiment140, David Eddings is dead. I hope he died believing he'd gotten that one story finally told.
1666,0,Sentiment140, David Tennant is dating again. I thought he was saving himself for me. When will I meet some tall dark Scotsman to romance me?
1667,0,Sentiment140," Dear all, had to restore my computer and I have lost everything. Show delayed until I can get things back together."
1668,0,Sentiment140, def feelin a way. Jus found out a guy my lil brother grew up wit died. Niggas shot him at a party. 19 n gone.. Smh.. Stop the violence
1669,0,Sentiment140," demi is going on tour, taylor is going tour, miley is going on tour, &amp; jonas brothers are going on tour, with the guy i think i &lt;3. : ..."
1670,1,Sentiment140, Demi lovato is comming to london so is miley YAY! you lot will see me there trustttt mee still want to know what time itunes gig starts
1671,0,Sentiment140," dentist later, I'm hoping it's my teeth plates and nothing as NASTY as last time..."
1672,1,Sentiment140," designing away for #f3s - homepage, match stats, league tables, private games and more - previews coming soon (:"
1673,0,Sentiment140, did God give up on us?!
1674,0,Sentiment140, did I miss the hov track. smh I see mad twits about the hov shit.
1675,0,Sentiment140, did you guys hear about the airplane crash? Scary.
1676,0,Sentiment140, Didn't bring connector for camera on trip...saving new photos will have to wait another week...
1677,0,Sentiment140, Didnt calld Dad
1678,0,Sentiment140, Didn't do so well on the job today. Made $78. But I learned some valuable skills at the field manager meeting today!
1679,0,Sentiment140, didn't get an award but i did get recognized by all the seniors. They said that they are going to watch the plays because of me 
1680,0,Sentiment140, didn't get my halo-halo but instead have an udon soup to go.
1681,0,Sentiment140," didn't get to meet bachmann, but her young texan intern filled my quest for crazy..."
1682,0,Sentiment140, didnt sticth today cos was reading on wattpad LOL
1683,0,Sentiment140, did't have proper food from morning on...  Liquid diet... Citrus in breakfast &amp; apple shake in lunch... missing home food
1684,0,Sentiment140, i just want my compositions back. i was going to work on a waltz/lullaby. stupid gremlins.
1685,0,Sentiment140," I just woke up but I wanna go back to sleep, someone keep me up lol."
1686,0,Sentiment140, I keep getting errors on iPhone and it saves okay online but I see nothing
1687,0,Sentiment140, I know I know
1688,0,Sentiment140, i know it could've been a lot worse. But a broken ankle is still enough to worry me.
1689,0,Sentiment140, I like the emo boy in hollyoaks /sad
1690,0,Sentiment140, I look like a freakshow!! The beautician waxed my eyebrows into oblivion!!
1691,0,Sentiment140, i look so beautiful today lol(in my dreams) and yet there is nobody around who wants to do anything 
1692,0,Sentiment140, i lost my 021 charger last night 
1693,0,Sentiment140, i lost my book while i was sleeping. who does that?!
1694,0,Sentiment140, I lost two kids at Youth Group tonight. No joke.
1695,1,Sentiment140, I love Dirk and his 44 points from tonight. Now if he could only realize he was meant to be with me..
1696,0,Sentiment140," I love him, and now, we're not even friends&lt;\3"
1697,1,Sentiment140, i love my friends. And cant wait for church tomorrow!!!!!! Im up. Up. Up. Right now. This happens frequently.
1698,1,Sentiment140, i love my momma &lt;3
1699,1,Sentiment140, i LOVE shortsTack! (Especially Shaun!!hehe) But(bradie &amp;andy r gorgeous too!!!
1700,1,Sentiment140, I love talking to you. Even if its simple words.
1701,1,Sentiment140, I love the download fest.
1702,1,Sentiment140,#NAME?
1703,1,Sentiment140, i loved the new calf
1704,0,Sentiment140, I make nonsense jokes that make pain to others....
1705,0,Sentiment140," i may have diabites i cant spell it but yeah , fuck !! ttoally scared now , my body if fucked , soo fuckign annoying !!"
1706,0,Sentiment140," I may not get to keep my engagement ring.. may have to switch it... not fair, bc I want THAT ring.. oh well. ily Sparkle Puff."
1707,0,Sentiment140, i miss bby V....want to see her NOW!
1708,0,Sentiment140, I miss Direct TV...I could be watching the Cake Boss now or already watched it...
1709,0,Sentiment140, i miss guild wars... i still haven't touched the most recent one. it's just sitting on my desk. skylar alanine will get some action soon
1710,1,Sentiment140, I miss kelli. But I'm glad she's having fun  fun saturday night  goodnight. I miss jeffy.
1711,0,Sentiment140, i miss my boys....
1712,0,Sentiment140, I miss my brycey alreadt... oside bound.
1713,0,Sentiment140, I miss my cell phone 
1714,0,Sentiment140, I miss my friends
1715,0,Sentiment140, i miss my leddy boo...
1716,0,Sentiment140, i miss the days when i was the starfish to his sponge
1717,0,Sentiment140, I miss us! Miss the old times with the guyz 
1718,0,Sentiment140, I miss you.Where are you? D:
1719,0,Sentiment140, I need a hug
1720,0,Sentiment140, I need a money
1721,0,Sentiment140, I need a new Ipod!! This freaking thing won't Sync anymore!!! Anywho......Hoping the Magics make a run for the W!!!
1722,0,Sentiment140," I NEED A PHONE....MISSIN DA CRACKBERRY RITE NOW, SOMEBODY HELP ME PLEASE!!"
1723,0,Sentiment140," i need followers-If you want Satellite TV on your pc, check this site  See http://bit.ly/SuSvGu"
1724,0,Sentiment140, I need ktv!
1725,0,Sentiment140, I need my car fixed
1726,0,Sentiment140, I need someone to comfort me
1727,0,Sentiment140," I need study a lot, tommorow 2 tests: in music and physics, oh, and also art homework! Hmm... I think, that I will make optical illusion!"
1728,0,Sentiment140, I need you more than you need me...and this hurts Paige.
1729,0,Sentiment140, i neva knew gettin an internship was this unpredictable
1730,0,Sentiment140, did't have proper food from morning on... Liquid diet... Citrus in breakfast &amp; apple shake in lunch...
1731,0,Sentiment140, Diego makes Tori sad that she FAILS ! Anti-depressant pills ftw. NOT!
1732,1,Sentiment140, Disneyland was great! ... Got to go and pick up the kitties in a minute ... ?
1733,1,Sentiment140, Dodgers are doing good today. ^3  6-0 Dodgers 2 outs
1734,0,Sentiment140,- doesn`t have a phone. 
1735,0,Sentiment140, Doing my Chem 16 Pre-lab. (
1736,1,Sentiment140," done with benjamin button, what a beautiful movie. Sleeping, dreaming of my wife. Hopefully go over her house early tomorrow&lt;3"
1737,0,Sentiment140, don't feel like cooking...
1738,0,Sentiment140, dont get to see my boys tomorroww.im sad
1739,0,Sentiment140," dont let me down, mighty tkt booking portal..."
1740,0,Sentiment140,"- don't you hate it when you iPhone battery dies on you, and the nearest charge is 15 miles away "
1741,0,Sentiment140, DOU GUYZ EVEN C ME HERE!?!?!?!?
1742,0,Sentiment140," down, nite."
1743,1,Sentiment140, dreams do come true.
1744,0,Sentiment140, driving to school without justin texting me.. What a lonely morning
1745,0,Sentiment140, dumb kyle i @him but doesnt have me on his updates
1746,1,Sentiment140, eatin cereal
1747,1,Sentiment140, eating food! hahaha
1748,1,Sentiment140, eeep i love her. so glad she's around.... hannahh! you said you'd text you never didd!
1749,0,Sentiment140, ehhh startin to think this is not for me
1750,0,Sentiment140, Either my Video Card died or my DVI cord went down the drain...
1751,0,Sentiment140, English tomorrow. *breaks down*
1752,0,Sentiment140," english, bummer..."
1753,1,Sentiment140, enjoying my last days of summer &gt;sigh&lt;
1754,0,Sentiment140, equals sad. In case you were wondering.
1755,1,Sentiment140,"-- err y am i still awake ? my birthday is june 24th woo hoo  , than BET awards june 28, than vegas july 2-5!"
1756,0,Sentiment140, eurgh  silly sick. silly cold. silly tired. needs her stuff back!
1757,0,Sentiment140, even the hoff can't bandaid the scar left by diversity winning and not the father son dancey team.
1758,0,Sentiment140, Every boy...Ive never met anyone as cold as them  Well some boys
1759,0,Sentiment140," every number, bbm pin, and text message is gone from my phone...its empty. I'm about to cry...smh http://myloc.me/5dMB"
1760,0,Sentiment140, Everybody Hates Vinde.
1761,0,Sentiment140, everyone from home is going to the beach today &amp; I'm stuck in philly
1762,0,Sentiment140, everyone hates canada! No @Mileycyrus and no @mitchelmusso who wants to road trip to fargo to see @mitchelmusso cause i sure am!
1763,0,Sentiment140, everyones going on holiday and im left on my loansome for like the 5 year in a row :'( tis crap to be soo skint stuck in shitty scotland
1764,0,Sentiment140, exams how i hate exams in the summer ! its not fun not at all !! BEACH i miss you !&lt;3
1765,1,Sentiment140,- excited for toms shopping ! 
1766,1,Sentiment140, faster faster show on 16th in Brunswick
1767,0,Sentiment140, fed up and upset. i need some good nosh down me and a cuddle from a lovely boy with messy hair please. i need a night out too..
1768,1,Sentiment140, Feddy won! Woop woop! Must compose myself now in preparation pour le finale d'Apprentice later. WAY too much excitement for one day!
1769,0,Sentiment140, feeling a little under the weather today.
1770,1,Sentiment140, Feels like a giggly school girl!
1771,0,Sentiment140, Fifa ticketing just times out. Seems like my 2010 ticket chances are getting less and less...
1772,0,Sentiment140," film not on till 7:45, will have to hold out for 2 hours, i'll fix some tea and then go to pops for an hour"
1773,0,Sentiment140, damn it.
1774,0,Sentiment140,- damn watchin Spidey Man 3  ::tears:: it touched my soul lol
1775,0,Sentiment140, damn wendy's commerical got that damn song in my head.
1776,1,Sentiment140, damn you mobbing deep
1777,0,Sentiment140," Damn, I missed Kindergarden Cop on showtime, I'll have to catch the replay later. &lt;3 that movie"
1778,0,Sentiment140," damn, Kayley doesn't get to meet Robin."
1779,0,Sentiment140, Damn. This kinda sucks more than i thought it would. Probably not gonna sleep.
1780,0,Sentiment140, damn...I miss you...
1781,1,Sentiment140, dance flick was hilariouss!!!
1782,0,Sentiment140," dancin todayyy , dont wanna , and its lush weather in flippin wales, and im spending it inside :'("
1783,0,Sentiment140,- dark angel is so cool. its unfair. i'm gonna go cut myself now 
1784,0,Sentiment140, David must be hospitalized for five days end of July (palatine tonsils).
1785,1,Sentiment140, dear driay LOL emo kid god this so brings back merions ha year 6
1786,0,Sentiment140, dear GOD...
1787,0,Sentiment140, Delivery from Aussie Farmers didn't work. The pity of living in a big apartment complex. Wished I had a house to use their services.
1788,1,Sentiment140, Design with humor. Escape key on the run!-- http://ow.ly/3dfT
1789,1,Sentiment140," despite my last tweet, I'm having a fantasticly sunny day (="
1790,0,Sentiment140, destiney is out. though megan is still my favourite
1791,0,Sentiment140, Detroit won the first game with a score of 3-1. Red Wings lead series 1-0. ! 
1792,0,Sentiment140," devistated, You'll forever be in my heart Joshua. Shine on soldier. I can't believe this."
1793,0,Sentiment140, did not win my w and y tix...i am determined... excited for tonight yardhouse with my favesss... ONE WEEK!!!!!!
1794,0,Sentiment140, dident die from the tornado ohh well lol♥
1795,0,Sentiment140, didn't realize this was happing. sighed and it went all over. so much angst that i sigh blood. http://tinyurl.com/kt2fm4
1796,0,Sentiment140, dis aint gud a heatstroke! 
1797,0,Sentiment140, disappointed the Cavs...
1798,1,Sentiment140, discussing the importance of ed westwick &amp; chace crawford with mia.
1799,1,Sentiment140, disneyland fireworks!
1800,1,Sentiment140,#NAME?
1801,0,Sentiment140, does any1 know wut time its sposed to rain?
1802,0,Sentiment140, Does anyone know how to treat a bug bite on a dog?
1803,0,Sentiment140, does neone know what is the exact procedure of getting a DS 2019 issued ..and whether it costs for a summer intern ?
1804,0,Sentiment140, doesn't have contacts on &amp; can't see ='(
1805,0,Sentiment140, Doesn't know what to eat! What would you eat on very sensitive stomach after being sick?
1806,1,Sentiment140, don't ask... and if u do you will regret it alot
1807,0,Sentiment140, don't feel good
1808,0,Sentiment140, dont go i got luv for my 100th follower lol @rashagirl28
1809,0,Sentiment140, Don't hope. You'll be disappointed
1810,0,Sentiment140, dont know how im goin to go on. i cannot sleep. i keep thinking of her... 
1811,0,Sentiment140, don't know why I bother
1812,0,Sentiment140, don't make fun of a concerned friend!
1813,0,Sentiment140, don't wanna think about cheating  my bf is going to Vegas this weekend. I decided not to go! 
1814,0,Sentiment140,-- don't want to do all the housework tonight! 
1815,1,Sentiment140, Dream house!
1816,0,Sentiment140," Dropping my mom off at the airport, then distracting myself from being sad with museum hopping in LA!"
1817,0,Sentiment140, Dt exam tomo .... Doing revsion now  !
1818,0,Sentiment140," i never get direct messages.. must not be exciting, hm? xD"
1819,0,Sentiment140, i no feels good today
1820,1,Sentiment140, I now remember why Ms. Janet Jackson is in my top 3.
1821,0,Sentiment140, I only wanted him to wish me happy birthday.. So much for remembering. Its called facebook these days.
1822,1,Sentiment140, i oove you. bahaa
1823,0,Sentiment140,#NAME?
1824,1,Sentiment140, I really hope Peter Facinelli wins his bet......
1825,0,Sentiment140, I really wanna go home. I HATE working late!
1826,0,Sentiment140, i really wish i could have kept that kitten.... someone just picked it up. It will have a good home with no mean cat hissing at it 
1827,0,Sentiment140, i sat on my chocolate truffles.... so much for saving them for to night *tear
